mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,var1,var2,var3,var4,var5,var6,var7,var8,std1,std2,std3,std4,std5,std6,std7,std8,max1,max2,max3,max4,max5,max6,max7,max8,target
7.154643126252539e-05,0.00010935009584492207,8.256580036087014e-05,0.00025187472134716377,8.413241283139843e-05,5.6662808674089634e-05,0.00020307193546808188,7.13795142591996e-05,1.8169781717143196e-09,4.427272204397057e-09,2.1281831826798105e-09,2.3183703846246397e-08,2.3820445522743256e-09,9.979553966132998e-10,1.049718565901879e-08,1.4867257988412196e-09,4.262602692855997e-05,6.653775022043545e-05,4.6132235830055e-05,0.00015226195797455908,4.880619379007469e-05,3.159043204220702e-05,0.00010245577416143412,3.855808344356887e-05,0.00013767455279861503,0.0002172013848817102,0.00016499134448932432,0.0005190017311021379,0.0001638661281015569,0.00010911136757068445,0.00037568378534333797,0.00013256780150028722,2
8.037023048149235e-05,0.00011394652587537288,0.00010052596183475101,0.00032948949070962054,0.00013950607115321308,6.573744456391508e-05,0.0002547576901924133,8.184059826114972e-05,2.25500928744e-09,5.222493726583119e-09,3.2946814648194735e-09,3.1325214648390387e-08,6.396646164619244e-09,1.3072556067994099e-09,2.1985119430120766e-08,2.1493516531057294e-09,4.748693807185298e-05,7.226682313885894e-05,5.739931589156332e-05,0.0001769893065933374,7.997903578200505e-05,3.615598991591033e-05,0.00014827379886588448,4.636110064596967e-05,0.0001611687571265687,0.0002482269099201828,0.00019799315849487013,0.0006094754846066147,0.0002678962371721767,0.00012280501710376082,0.00046421322690992346,0.00015389965792474535,2
7.069832541097108e-05,0.00011885366390371013,0.0001165585353158006,0.00035323973687327224,0.00011614818570348721,6.0870145146645576e-05,0.0001400793430312211,5.465696731678307e-05,1.577441428083509e-09,4.586169677382873e-09,4.237543832595755e-09,3.662323997053263e-08,3.7758806385332255e-09,1.0059457785312474e-09,6.256511923544875e-09,1.0278485458318998e-09,3.971701685780931e-05,6.772126458788903e-05,6.509641950672675e-05,0.00019137199369430373,6.144819475406276e-05,3.1716648286526864e-05,7.909811580274763e-05,3.20600771339044e-05,0.00013304111245465708,0.00023143893591294108,0.00022608827085852552,0.000663409915356711,0.00022324062877871931,0.0001167896009673536,0.00026809552599758055,0.00010819226118500751,2
8.512927486810949e-05,7.071113765620803e-05,0.00012646447177702745,0.00035066609262542764,0.00012872845959865405,6.480209352987598e-05,0.0002045624466190748,0.00010450162759375556,2.2400126220270773e-09,1.832379490080613e-09,5.879337278196189e-09,5.1588336304245195e-08,6.051632146969121e-09,1.5081166503207671e-09,1.923340255712705e-08,3.788542268132007e-09,4.732877160910768e-05,4.280630199025154e-05,7.667683664703565e-05,0.00022713065910229995,7.779223706109191e-05,3.883447759814424e-05,0.00013868454332450697,6.155113539271235e-05,0.00017626899268429944,0.000149425998874508,0.00025620709060214037,0.000732695554305007,0.0002686325267304435,0.00013652785593697348,0.0004447833427124391,0.0002056781091727648,2
0.0001885893613639318,0.00012262029820655595,0.00041134232436527377,0.0005285224555310879,0.0002248185529507281,0.0005615841179506422,0.000475604836072913,0.00040857212560449594,1.1858766792717794e-08,4.111972692553023e-09,5.188302189876933e-08,9.1297509311838e-08,1.4147679944084994e-08,8.529553590153298e-08,5.512274674182158e-08,5.377307961722217e-08,0.00010889796505315329,6.412466524320438e-05,0.00022777844915349065,0.00030215477707929426,0.00011894402021154739,0.00029205399483919574,0.00023478233907562462,0.00023189023182795384,0.0003893229689067198,0.00023670511534604015,0.000793615847542631,0.0010218505516549666,0.0004258525576730198,0.001042883650952853,0.0008422567703109337,0.0008324774322968904,2
0.00021579342635299093,0.00013548591606757712,0.00041578651214923857,0.0005131791433687968,0.00028052953782197924,0.0005705854419507424,0.00036327118065396767,0.00048340766639181086,1.4366354640864742e-08,5.564657064549849e-09,5.7578311813511305e-08,7.11872381371137e-08,2.6786414421950765e-08,1.1008680648221336e-07,4.2663016453624896e-08,7.734495268143943e-08,0.0001198597290204877,7.459662904280493e-05,0.00023995481202407945,0.00026680936665925673,0.0001636655566145509,0.00033179331892341257,0.00020655027584979134,0.0002781096055181112,0.000414822335025372,0.0002472969543147159,0.0007899238578680036,0.0009504060913705337,0.0005936040609136941,0.0011114340101522576,0.0007086040609136897,0.0009347969543147007,2
0.0003464575264853624,0.0001450089575929462,0.00041804883330837144,0.0004690124148412716,0.00033975725992969983,0.0004695350351138937,0.000435802458329201,0.0006301437170087955,3.709745131615814e-08,6.347445100920088e-09,6.390839067906522e-08,6.520165715521437e-08,3.497369166167033e-08,7.810840224247548e-08,4.677211640000387e-08,1.1816377549354323e-07,0.00019260698667534918,7.967085477713972e-05,0.0002528010891571973,0.00025534615163580276,0.0001870125441291849,0.00027947880463905574,0.00021626862093240406,0.0003437495825358094,0.0006545746164574614,0.0002683263598326355,0.0008387168758716906,0.0008974755927475645,0.0006495258019525776,0.0009648953974895419,0.0007783821478382126,0.0011890097629009755,2
0.00023337632833384396,0.00010800843468060766,0.00033231563439797406,0.00043477266695324447,0.00028242385901648464,0.0005131681414812598,0.00038229305533317724,0.0005704439954785262,1.941989857959027e-08,2.9976337642021308e-09,2.9685029062715732e-08,5.2381496852005e-08,2.0047946294776572e-08,6.53589135127877e-08,3.6332847271098976e-08,1.1061102290411574e-07,0.0001393552962021547,5.4750650810763255e-05,0.00017229343882665913,0.00022887004358806986,0.00014159077051410015,0.0002556538939910513,0.0001906117710717231,0.000332582355070313,0.0004792723880597007,0.00019746268656716174,0.0005963059701492531,0.0008358861940298503,0.0005195429104477624,0.0009335820895522378,0.0006842070895522451,0.0011331296641790846,2
9.502188067810082e-05,3.8565319704065895e-05,8.245128182630264e-05,0.00045008241661152347,5.649678827473514e-05,9.428617562793479e-05,0.0001664157365398184,0.00019224675750408027,2.4589157196481777e-09,4.670808459425009e-10,2.4171951721740247e-09,6.917035692299825e-08,8.369474953102556e-10,2.4773397656772456e-09,1.034020032959282e-08,1.1288631840077193e-08,4.958745526489717e-05,2.161205325605369e-05,4.9164979123091516e-05,0.0002630025796888659,2.8930044854964458e-05,4.977288183014166e-05,0.00010168677558853373,0.00010624797334574054,0.0001751816443594668,7.413001912046042e-05,0.00016824091778202746,0.0008572848948374753,0.0001120076481835567,0.0001765009560229447,0.00034225621414913987,0.00038653919694072814,2
0.00015153283352556805,5.074049724464917e-05,6.790412661796792e-05,0.0003759423555042915,6.588081507112683e-05,8.849539920543376e-05,0.00021291525054466405,0.00038134252210688177,5.4200486401457904e-09,6.778841867089006e-10,1.3162462669896424e-09,4.4810966269316044e-08,9.457841547053986e-10,2.289801872315061e-09,1.4200061216115647e-08,3.179564639977052e-08,7.362097961957441e-05,2.6036209146281273e-05,3.628010842031267e-05,0.00021168600867633186,3.07536039303591e-05,4.785187428215389e-05,0.00011916400973496842,0.00017831333769454972,0.0002639607843137273,9.296078431372587e-05,0.00012780392156862977,0.0007412156862745024,0.00011429411764706039,0.0001662352941176476,0.00041698039215686596,0.0006541960784313692,2
0.0001021975021653106,4.407149899828846e-05,0.0001000721137782717,0.000383536571433254,0.000149862308253099,0.00010494523241571937,0.00026107083377703067,0.00028009768362456455,2.783012728837557e-09,5.601530385419426e-10,3.6551327987686325e-09,5.002456413107255e-08,4.0586358587799265e-09,3.6257791985598496e-09,2.1103631501174476e-08,2.2290054873612785e-08,5.2754267399306734e-05,2.3667552440882908e-05,6.045769428921874e-05,0.0002236617180723437,6.370742389062618e-05,6.021444343809755e-05,0.0001452708900680879,0.00014929854277122997,0.00018925804333552498,8.416940249507718e-05,0.00020359816152330977,0.0007448194353250213,0.00021531845042679177,0.00020135259356533351,0.0005116152330925835,0.0005127577150361171,2
0.00013141630342825667,4.965440977900211e-05,9.725365737740572e-05,0.0003608545022720076,6.028838363778233e-05,0.00017083301727289894,0.00028380127911684544,0.00038633924796530137,4.70392325478085e-09,7.684918524462219e-10,2.7823212653634136e-09,4.251256585725101e-08,8.319351229263346e-10,9.031464740120663e-09,2.094311970308362e-08,3.31292782570645e-08,6.858515331163771e-05,2.7721685598935393e-05,5.274771336620587e-05,0.00020618575570890198,2.884328557786603e-05,9.503401885704226e-05,0.00014471737871825767,0.00018201450012860103,0.0002425473546701502,9.844546048334412e-05,0.00018762246897452878,0.0007181972566949695,0.00011478772044415443,0.00031771391247550646,0.0005044154147615916,0.0006740104506858234,2
0.0010259925957889094,0.0005805652690483167,0.00018568206361237663,0.0004424067550922143,0.0004598795201540143,0.00037246847049205605,0.0004723223050722283,0.0005865833867217991,3.0538871084008494e-07,7.770276193511275e-08,7.491055633860903e-09,4.9061234329599936e-08,5.4374898852028995e-08,3.6645888163917406e-08,4.743908500891837e-08,8.507625233741485e-08,0.0005526198610619102,0.00027875215144481443,8.655088465094336e-05,0.00022149770727842745,0.00023318425944310434,0.0001914311577667476,0.00021780515377033293,0.00029167833710684593,0.001966709372892781,0.0010247943358057945,0.0003230006743088319,0.0007743964935940675,0.0008065812542144362,0.0006578556979096475,0.0007883546864463876,0.0010473499662845584,2
0.000848286275487825,0.0005285909030710089,0.00012811193230192347,0.00031122945967096904,0.0003469121765378698,0.000263231874510883,0.00037720681796682155,0.0003714053817906639,2.5241092609969895e-07,6.658235548112621e-08,4.4661161721978135e-09,3.1083435869320234e-08,3.2765797399699954e-08,1.821889445489999e-08,3.886248736196044e-08,3.756984187032095e-08,0.0005024051413945711,0.00025803557018582964,6.682900696701855e-05,0.00017630495134658084,0.00018101325200023326,0.00013497738497578025,0.00019713570798300453,0.00019382941435788572,0.0018196715542522007,0.0009919354838709659,0.00025578299120234505,0.0006069149560117272,0.0006656304985337281,0.0004891143695014659,0.0006827859237536661,0.0006856187683284532,2
0.0011251273823910416,0.0006011465076982189,0.0001427585339724499,0.00027454943986562246,0.00036549552169244973,0.00025605691948752865,0.0003713044186262005,0.0005147145382255506,3.304990809333826e-07,9.951401605180334e-08,5.574209074301122e-09,1.9476068381016877e-08,3.8168664914138776e-08,1.2995678211348881e-08,2.4732931757986374e-08,5.7179684338356534e-08,0.0005748904947321556,0.0003154584220651009,7.466062599724919e-05,0.00013955668518926952,0.00019536802428785213,0.00011399858863753043,0.00015726707143577887,0.00023912273906585407,0.0021299240025332766,0.001095541481950618,0.0002669601013299616,0.0005046421785940533,0.000651203293223569,0.0004154591513616271,0.0006178784040532094,0.0008848195060164816,2
0.0008409451350263661,0.0005186257397366843,0.00012009668717562311,0.00026613579274495944,0.0002017107338356696,0.0001728623512868334,0.00016704093585701862,0.00027981856342411036,1.9625313661722703e-07,6.118845793443045e-08,3.1785076006236496e-09,1.8549127182607433e-08,1.2676511769484228e-08,6.758299633662614e-09,7.604878455953068e-09,1.638437409335554e-08,0.00044300466884359926,0.00024736300841967144,5.6378254678764664e-05,0.00013619518046761945,0.00011259001629578099,8.220887807081796e-05,8.720595424598636e-05,0.00012800146129382875,0.0015835675348273776,0.0008971835251362777,0.00020883706844336612,0.0004748940036341649,0.0004039370078740192,0.00030550575408843343,0.0003062689279224698,0.0004855420956995817,2
6.831264967721843e-05,7.497199653139352e-05,0.00017821612414098268,0.00019617770753071554,0.00017170376194163955,0.0005034195631377559,0.0002301542244767784,6.296155898583976e-05,1.1392257169618392e-09,1.2217800650451352e-09,7.080119758212304e-09,1.1403827982063598e-08,8.14854723643155e-09,7.122201388475991e-08,1.3159986587436504e-08,1.1871798718984286e-09,3.375241794245027e-05,3.4953970662074076e-05,8.414344750610296e-05,0.00010678870718415688,9.026930395450909e-05,0.00026687452835510533,0.00011471698473825271,3.44554766604444e-05,0.0001231568877551035,0.0001271747448979611,0.00029867984693877296,0.00036529974489795547,0.0003158801020408158,0.0008987946428571444,0.00041948341836734333,0.00011240433673469574,2
8.345921088258448e-05,7.399021002782005e-05,0.0001491682671377609,0.00016069451596976,0.00016552135981864218,0.0004880922959714619,0.00021957702767631777,7.103212467349109e-05,2.0467116079062386e-09,1.6149654144601679e-09,6.774664720987963e-09,9.102340673621768e-09,7.811436513382048e-09,7.223690139782198e-08,1.4817404170462518e-08,1.5108849220093855e-09,4.524059690041941e-05,4.018663228562662e-05,8.230835146561959e-05,9.540618781620912e-05,8.838233145477691e-05,0.00026876923447043187,0.00012172676028902814,3.8870103190104674e-05,0.00015143433179723754,0.00013823156682027819,0.00029528225806451817,0.0003193721198156702,0.0003089861751152088,0.0009214112903225862,0.00042995391705069635,0.0001364170506912464,2
9.591314138019987e-05,8.93459652967785e-05,0.0002127611844546404,0.00026596842933880013,0.00020086947626131923,0.0005327576473199277,0.00029288397851364193,0.00010521015319492263,3.729056654593413e-09,3.3924584333694246e-09,1.8311272926221765e-08,2.5688417334406356e-08,1.5418121167618356e-08,9.525944440711333e-08,2.6612100902858297e-08,3.6316762556550125e-09,6.106600244484171e-05,5.824481464791029e-05,0.00013531915210428184,0.00016027606600614564,0.0001241697272591768,0.0003086412875930784,0.0001631321577827569,6.026339067506086e-05,0.00019471135940409855,0.00018973929236499215,0.0004460707635009338,0.0005367039106145296,0.00040955307262570444,0.0010433519553072668,0.0005492551210428333,0.00020409683426443276,2
0.00015919336106666774,0.00011582053546666672,0.00026430941013333117,0.00037754129919999693,0.0002668494506666669,0.000682435259733334,0.00035497625599999796,0.00017138534400000055,8.324973108071979e-09,4.6518928239863524e-09,2.2568920125147542e-08,3.855191489206453e-08,2.287243179530752e-08,1.464391890483063e-07,2.7687019535507313e-08,9.488664632216364e-09,9.12412905874965e-05,6.820478593168043e-05,0.00015022955809409659,0.00019634641553149,0.0001512363441614069,0.00038267373707677704,0.00016639416917520671,9.740977688207876e-05,0.00029193600000000116,0.00022475200000000105,0.0005077279999999931,0.0007040479999999901,0.0005178879999999988,0.0012504640000000058,0.0005948639999999986,0.00032358400000000165,2
0.0001966284631249932,9.607106806594151e-05,0.00024410667113471357,0.00042430947966037283,8.715886705160015e-05,0.00018314365529267535,0.00020360933722272202,0.00011431822668297085,9.352416076442674e-09,2.441662416563489e-09,1.660359448415098e-08,5.409495181419362e-08,2.0335190711471577e-09,8.922697389477011e-09,1.1520057792213097e-08,3.648844161483286e-09,9.670789045596369e-05,4.941318059549991e-05,0.00012885493581602135,0.00023258321481610324,4.509455700134061e-05,9.446003064512001e-05,0.00010733153214322946,6.0405663322930954e-05,0.0003389431887599257,0.000178588882101404,0.00044334758704947996,0.0007664935858277353,0.00015800855222968807,0.0003237690897984092,0.0003654978619425741,0.0002135552840561975,2
7.388709893137324e-05,8.464235542427685e-05,0.00018199138694354597,0.00022468000256426287,6.116148374443442e-05,0.00010306991616360402,0.00014653562029919332,7.425436111641779e-05,1.6332107475122984e-09,2.3372314442668553e-09,9.441354942682873e-09,1.1145561879093953e-08,8.681062537383992e-10,3.5491535915745184e-09,5.2821028890255966e-09,1.13743934997801e-09,4.0413002208599874e-05,4.8344921597483796e-05,9.716663492517827e-05,0.00010557254320652673,2.9463642913570602e-05,5.957477311391558e-05,7.267807708673639e-05,3.372594476034748e-05,0.00014330861380490594,0.00017094694808899113,0.0003432629777524225,0.00039429549343982244,0.00010880775812892272,0.00020243582430119959,0.0002605704506560194,0.00012527096406161043,2
2.293621766483047e-05,3.711296758596407e-05,8.054766176684719e-05,9.915100463491046e-05,3.943227283481757e-05,7.161218953990588e-05,0.00010832839913611097,3.168655132980667e-05,1.7675279653248622e-10,5.483047201835749e-10,2.2916361324621243e-09,3.155050236057472e-09,3.649646864121768e-10,1.6668998228514294e-09,3.4939380678709148e-09,2.8958934285890705e-10,1.3294840974321062e-05,2.3415907417471033e-05,4.787103646738939e-05,5.616983386175779e-05,1.9104048953354803e-05,4.082768451493948e-05,5.9109542950956025e-05,1.7017324785609136e-05,4.6884236453201786e-05,7.972906403940802e-05,0.00016982142857142947,0.0002035344827586227,6.799876847290606e-05,0.00014759852216748653,0.00021258620689655118,6.190270935960642e-05,2
4.003319777517872e-05,3.9796892974110966e-05,8.564361147264516e-05,0.00013009089016216164,4.144520271189593e-05,0.00010907658508896966,0.0001183491854828625,4.46324468224004e-05,6.323073310686093e-10,5.911145172171287e-10,2.747004232039973e-09,6.34131693197961e-09,5.248409993437394e-10,3.2349613814340898e-09,3.659087860261286e-09,6.805579198363257e-10,2.514572192379072e-05,2.4312846752635297e-05,5.241187109844461e-05,7.96323862004625e-05,2.2909408533258547e-05,5.6876720909648874e-05,6.049039477686756e-05,2.6087505051965503e-05,8.127784290738566e-05,8.060961313012824e-05,0.0001683939038686984,0.0002549472450175858,7.883352872215637e-05,0.00019468347010551007,0.0002104220398593201,8.706330597889736e-05,2
0.0005710316129032257,8.815639542143593e-05,0.0001413265098855357,0.0005584815608740909,0.0002684895608740895,0.00031474154422476535,0.0004576434880333009,0.00019246726326742897,1.1419028709435526e-07,2.977499494078125e-09,8.253501709795563e-09,1.0813821778869243e-07,1.9581049457906502e-08,3.310812561437168e-08,6.370636641785704e-08,9.837586840073743e-09,0.00033792053369742904,5.456646858720221e-05,9.084878485591078e-05,0.000328843758932251,0.00013993230312514155,0.00018195638382417827,0.00025240120130034453,9.918460989525412e-05,0.0011776258064516096,0.00017810322580645062,0.00029775483870967697,0.0011204516129032255,0.0004867548387096773,0.0005986451612903223,0.0008591612903225873,0.00035732903225806176,2
0.0004631821518548093,7.139656516174926e-05,0.00011721506502224282,0.00042377021939022524,0.00013909937680366968,0.00031890403723734164,0.00046634599802528704,0.00015869183337914732,6.053032787474104e-08,1.4731678576046075e-09,3.823756241345066e-09,4.674460797322222e-08,4.861954412052226e-09,4.4998416776315805e-08,6.040225269364866e-08,7.286549177899835e-09,0.00024602911997310614,3.83818688654501e-05,6.183652837397217e-05,0.00021620501375597704,6.972771624004494e-05,0.0002121283026291301,0.00024576869754638946,8.536128617763344e-05,0.0008828646748681773,0.00013850615114235307,0.00021191564147627167,0.0007545694200351394,0.0002442706502636172,0.0006919683655535941,0.0008782952548330287,0.0002914411247803124,2
0.00022441812348117,4.552918021468068e-05,8.122131356516492e-05,0.0003952552758305618,0.0001129510161795771,0.00016075192097141645,0.00034236118197651373,0.00011621998259990192,1.236982894923062e-08,7.176908816948257e-10,2.073240856771879e-09,4.5618392098323615e-08,3.3753331171977954e-09,7.540133715463251e-09,4.363870970182767e-08,4.580857187987721e-09,0.00011121973273313787,2.678975329663985e-05,4.553285469605304e-05,0.00021358462514498467,5.8097617138724336e-05,8.683394333705715e-05,0.00020889880253804153,6.76820300226561e-05,0.0004033007475560671,9.213916043703263e-05,0.00015707303047728533,0.0007344393329499657,0.00020335825186889008,0.0003091949396204713,0.0007454111558366828,0.00025338700402530113,2
0.00038404033473234887,4.7834000549198074e-05,0.00010535383581750362,0.00047879923098260714,0.0001296959231066228,0.000292475965592848,0.00041972281501905,0.0001715159170013192,4.659660433072336e-08,6.765081774186789e-10,3.2589482172631846e-09,6.561690726470049e-08,6.1000037613885155e-09,4.000745567636815e-08,6.376038684646948e-08,8.151356929534412e-09,0.0002158624662388609,2.6009770806731053e-05,5.708719836586119e-05,0.0002561579732600578,7.810252083888532e-05,0.00020001863832245272,0.00025250819164230985,9.028486545116193e-05,0.0007353364817001195,9.451593860684647e-05,0.000199108618654071,0.0008870365997638787,0.000262703659976386,0.0006851475796930353,0.0008579574970484124,0.0003298051948051958,2
3.2810306959464234e-05,4.4196000620841806e-05,7.536356200595953e-05,8.945777043881497e-05,9.586653009789346e-05,0.0001279756461250976,0.00013836047257887113,7.808164808863297e-05,3.855554058817958e-10,8.225683251702507e-10,2.0650821172963304e-09,1.903059619925823e-09,2.896435711287969e-09,6.046977168288673e-09,5.797626029386139e-09,2.0578009772891694e-09,1.9635564822072113e-05,2.868045196942075e-05,4.5443174595271514e-05,4.362407156520151e-05,5.3818544306660405e-05,7.77623120045223e-05,7.614214358281581e-05,4.536299127360507e-05,6.932297447280781e-05,9.610987791342978e-05,0.0001553107658157597,0.00016711431742508453,0.00018867369589345163,0.00026905105438401955,0.00027729189789123243,0.00014970033296337574,2
7.449820207752688e-05,6.248470658540842e-05,0.00010501140014729578,0.00015824805349147792,0.00022326927595863952,0.0003299165240449135,0.00031611044641880577,0.0001650944481745616,2.0573759831404483e-09,1.1988228713063043e-09,3.3960095691536396e-09,7.684011067045832e-09,1.4492566490873751e-08,4.4300415320846925e-08,3.701338113112394e-08,8.08635715512348e-09,4.535830666085815e-05,3.4624021593487726e-05,5.82752912404017e-05,8.765849112918743e-05,0.00012038507586438508,0.00021047663842062598,0.00019238862006658278,8.992417447562964e-05,0.0001512156078039021,0.00012267133566783332,0.00020633816908454132,0.0002964282141070539,0.00043730365182591415,0.0006931665832916432,0.0006378039019509766,0.0003254827413706834,2
5.177517328292371e-05,5.833007183364845e-05,8.797821298046613e-05,0.0001498095626969123,0.0002317780667926894,0.00038103438437302905,0.0002640922495274094,0.00011498079899180754,9.485737982959556e-10,1.194627280163284e-09,2.7335860788510964e-09,7.076809340341378e-09,1.69210844253871e-08,4.522240623517521e-08,2.4309853810800114e-08,5.133784272838205e-09,3.079892527826183e-05,3.4563380624054757e-05,5.228370758516554e-05,8.412377393068727e-05,0.0001300810686663786,0.00021265560475843378,0.00015591617559060418,7.165043107224271e-05,0.00011161739130434724,0.00012055652173913021,0.00017446956521739124,0.00028987826086956453,0.00046116521739129977,0.00075806956521739,0.0005426086956521726,0.0002491999999999972,2
7.70107218543842e-05,5.960513922646222e-05,8.491490164150345e-05,0.00018497407837549874,0.00027987914217183,0.0005568760850564522,0.00042118898241161036,0.0001967715005806934,1.5989916743187512e-09,8.782324863345774e-10,2.368656287633111e-09,1.2313639331685277e-08,2.521124965123951e-08,1.0127764330309979e-07,5.8790490029229753e-08,1.0745232000584159e-08,3.998739394257584e-05,2.963498753727724e-05,4.86688430891172e-05,0.00011096683888299818,0.000158780507781149,0.0003182414858297073,0.00024246750303747873,0.00010365921088154278,0.00014669550173010366,0.00010858131487889344,0.00016302768166090114,0.00038268166089965494,0.0005638581314878898,0.0010796020761245724,0.0008098615916955097,0.00037330449826989667,2
0.00029605635868998136,0.00019480631415066325,0.00043526887784991585,0.0008382491473328567,0.0003191122599491205,0.0006274014750138411,0.000719715776549047,0.0009640075949570252,3.850787553794063e-08,1.4737050109494979e-08,9.353791549819594e-08,2.5255671525197925e-07,5.000153385724501e-08,9.978915478875553e-08,1.5929627562827403e-07,3.7436072613399263e-07,0.0001962342364062414,0.00012139625245243355,0.00030583968921347657,0.0005025502116724052,0.0002236102275327428,0.000315894214554106,0.00039911937516020696,0.0006118502481277528,0.0006949291784702539,0.000430436260623229,0.0010823796033994392,0.0017423286118980164,0.0007390708215297403,0.0011987422096317191,0.0014275410764872586,0.0020821189801699656,2
0.00046022011994843314,0.00024095717768242441,0.0005755180204165186,0.0009900846479068543,0.00032749037777546954,0.0007159123747775626,0.000842980947947168,0.001055501669954234,6.694247241206331e-08,1.9488908863384317e-08,1.104647962126101e-07,3.628495647746156e-07,3.471561344361746e-08,1.6029353179866018e-07,2.160346812195465e-07,3.831657867988063e-07,0.0002587324340164242,0.00013960268214967904,0.0003323624470553346,0.0006023699567330825,0.00018632126406724881,0.0004003667466194716,0.000464795311098925,0.0006190038665459257,0.0008947589336358456,0.0004706409529211593,0.0011160238230289229,0.0020330232558139504,0.0006181905842314205,0.0014047589336358436,0.0015853715258082862,0.002067549631310253,2
0.00030817348259132223,0.00017570229825148283,0.0004217688990537836,0.000912437024763096,0.00023701548849837232,0.0007414854489019592,0.000679907452786399,0.0008731944044677093,2.6356746952033525e-08,8.417705569339265e-09,4.1512058677017705e-08,2.5927390122357285e-07,1.727313742283817e-08,1.6070595214955412e-07,1.61743903386467e-07,2.2633301585968174e-07,0.00016234761147621954,9.174805485316441e-05,0.00020374508258364838,0.0005091894551378424,0.0001314273085124936,0.00040088146895254977,0.0004021739715427479,0.0004757446960920129,0.0005980676328502395,0.0003262157809983907,0.0007439452495974218,0.001776264090177112,0.0004691304347826126,0.0013706119162640873,0.001334927536231882,0.0016691143317230151,2
0.00020750999627160794,0.00010975650375882668,0.0002749478881330623,0.0007118299929997505,0.00015830007266557096,0.0004915900919923242,0.00035418353002495285,0.0004333706267500549,9.771543804951228e-09,3.41393957196732e-09,1.9378923914494178e-08,1.2918647755827691e-07,7.514678526672154e-09,7.827385770515838e-08,3.525070470112422e-08,5.90454295596188e-08,9.885111939149313e-05,5.8428927527101847e-05,0.00013920820347412783,0.0003594252044004106,8.668724546709368e-05,0.0002797746552230176,0.00018775171024820045,0.000242992653303796,0.0003529560810810713,0.00022206081081081134,0.0005265371621621496,0.0013228378378378222,0.00029548986486486155,0.0009966891891891709,0.0006477195945945789,0.0008265202702702561,2
0.0005401304380760005,0.00013577422989521516,0.0003850781971973246,0.0005756543807600044,0.00039177130097209936,0.00044237189117535757,0.0007014643479358684,0.0006043149002651172,8.567438866889892e-08,5.631905386104821e-09,4.8507805865708886e-08,1.012944323626863e-07,4.910484089812217e-08,7.196617959934468e-08,1.0910730921019056e-07,1.0406402102525592e-07,0.0002927018767772064,7.504602178733275e-05,0.00022024487704759194,0.0003182678625979794,0.00022159612112607514,0.0002682651293018619,0.00033031395551836825,0.00032258955504674345,0.0010128033707865148,0.0002586235955056181,0.0007214157303370806,0.0010851404494382026,0.0007683202247190981,0.0008842415730337112,0.001206235955056186,0.0011715674157303341,2
0.0004067206125636929,0.00012153377066814623,0.00022525692509719306,0.00036508380266467554,0.000406235355356077,0.0002534029225721187,0.0005367413590037593,0.0005098410594543746,3.734854434576747e-08,2.6076827549232565e-09,1.4511883563676918e-08,3.708917807883251e-08,5.4007450488892925e-08,1.3126697208020843e-08,5.007291948676473e-08,5.694854738118914e-08,0.00019325771484152314,5.106547517573156e-05,0.000120465279494454,0.00019258550848605537,0.00023239503111919784,0.00011457179935752447,0.0002237697912738999,0.00023863894774572977,0.0007307640681466064,0.00020035105833763104,0.000442488384099113,0.0007080743417656009,0.0007925451729478411,0.00045185854414041515,0.0008925038719669388,0.0009174083634486121,2
0.0005432214488775621,0.0001474147501878898,0.00024314701173087634,0.00038268444270169404,0.0004394818155082837,0.0003882354671110664,0.0004695098781165248,0.0006202925464823719,8.744744590350175e-08,8.67057830659173e-09,1.7953951607114707e-08,4.413831951784284e-08,4.638185575457211e-08,4.377818264068689e-08,8.42286840713512e-08,1.343474457059981e-07,0.0002957151431758302,9.311594013160007e-05,0.00013399235652497012,0.0002100912171363735,0.0002153644718949068,0.00020923236518446874,0.000290221784281179,0.0003665343717934214,0.0010974653465346568,0.0003003564356435645,0.0004720000000000018,0.0007732673267326697,0.0007591485148514858,0.0007138217821782172,0.0009498415841584182,0.0013178415841584162,2
0.0003828235479081142,0.00010644080705738422,0.00023364283343523548,0.0003464153375840689,0.00031767268174804204,0.000273566343494336,0.00040173262293650205,0.0005477389466328954,5.010968915214309e-08,3.4365802025083042e-09,1.5626009545343045e-08,4.0524829148615136e-08,2.2107999480083205e-08,2.343855550864264e-08,3.400032073585285e-08,8.868600119236069e-08,0.00022385193577930724,5.862235241363404e-05,0.00012500403811614664,0.0002013077970388011,0.0001486875902020179,0.00015309655616192887,0.0001843917588609991,0.00029780194961141656,0.0007812710280373818,0.0002128411214953264,0.0004597943925233677,0.0007021682242990616,0.0005154579439252333,0.0005436261682242963,0.0006907289719626213,0.0010510654205607521,2
