mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,std1,std2,std3,std4,std5,std6,std7,std8,RMS1,RMS2,RMS3,RMS4,RMS5,RMS6,RMS7,RMS8,mav11,mav12,mav13,mav14,mav15,mav16,mav17,mav18,target
0.0007925467321276365,0.0001899987707971701,0.0005585107159332717,0.0008204017723505673,0.0005469412776519041,0.0006629998713007469,0.0009029827904540059,0.0008748757358880835,0.0005951115972561206,0.00017069464124766168,0.0004459644703538227,0.00061932664062332,0.00038879450710436363,0.0005857254852195953,0.0007707105521590398,0.000697832894345107,0.02815220652324852,0.013784004164145124,0.023632831314365863,0.028642656516995196,0.023386775700209382,0.025748783880034935,0.030049672052353683,0.029578298394060527,0.0007925467321276365,0.0001899987707971701,0.0005585107159332717,0.0008204017723505673,0.0005469412776519041,0.0006629998713007469,0.0009029827904540059,0.0008748757358880835,2
0.0005577922821109611,0.0001472859140475923,0.00032655758780499836,0.0005308530804674405,0.000581655098334796,0.000333113132390442,0.0006403858045593333,0.0006748069983256364,0.000524094329313392,0.00013275066410511322,0.0002839692323230425,0.0003939853008511676,0.00045088491558945264,0.00033895943462893094,0.000575839759944137,0.0005730923893403695,0.02361762651307199,0.012136140821842514,0.01807090445453681,0.023040249140741525,0.02411752678727228,0.01825138713606289,0.025305845264668267,0.02597704752903294,0.0005577922821109611,0.0001472859140475923,0.00032655758780499836,0.0005308530804674405,0.000581655098334796,0.000333113132390442,0.0006403858045593333,0.0006748069983256364,2
0.0007803620769699214,0.00021849875752250712,0.00032904979280967537,0.0005855503608162143,0.0005653223191721149,0.0005401166785230807,0.0006881775188435041,0.0009522250476534793,0.0006949758189678602,0.00019595928859975106,0.0002522024346293048,0.00047834925770027397,0.0004477903763090705,0.00040852409491537857,0.000521239103682106,0.0007001309867139151,0.027934961553041763,0.014781703471606617,0.018139729678517135,0.02419814787987325,0.023776507716065345,0.023240410463739248,0.02623313780018517,0.03085814394375461,0.0007803620769699214,0.00021849875752250712,0.00032904979280967537,0.0005855503608162143,0.0005653223191721149,0.0005401166785230807,0.0006881775188435041,0.0009522250476534793,2
0.0005835786493953477,0.00015847429562596606,0.0003443083593778521,0.0005362440354128627,0.0004010935399797572,0.0004262143532700263,0.0005320577747930854,0.0007554276401510639,0.0005191403103135618,0.0001539057898149169,0.0002993937095047373,0.0004373981558441173,0.00036978391267223975,0.00034431504669626603,0.0005295368827436737,0.0006680382314175792,0.024157372568128093,0.012588657419517224,0.01855554794065247,0.023156943568028634,0.02002731984015228,0.02064495951243369,0.02306637758281706,0.02748504393576739,0.0005835786493953477,0.00015847429562596606,0.0003443083593778521,0.0005362440354128627,0.0004010935399797572,0.0004262143532700263,0.0005320577747930854,0.0007554276401510639,2
0.00047884211031932,0.0005005178245900178,0.0001808887516031214,0.0003815843681051209,0.00018225453963460224,7.789575749597085e-05,0.00012632246376536406,0.00017396284284623684,0.0004088818456519426,0.00039186029931846704,0.00015077952909250725,0.0003610321132126811,0.00013931299970142594,6.472036479449246e-05,0.00012132937139868351,0.00013947044715223927,0.021882461249121864,0.02237225568846418,0.013449488897468238,0.019534184603026587,0.013500168133567901,0.008825857323567544,0.011239326659785455,0.013189497444794356,0.00047884211031932,0.0005005178245900178,0.0001808887516031214,0.0003815843681051209,0.00018225453963460224,7.789575749597085e-05,0.00012632246376536406,0.00017396284284623684,2
0.00048280482784246253,0.0005161889828403345,0.00017577897051959017,0.00031696180212714795,0.0001694629725584002,7.970233385839254e-05,0.00012622315539678747,0.00015926320505758152,0.0004480511277697385,0.0003627753010643087,0.0001396964354703384,0.0002460373706499964,0.0001359147791515761,6.35754938264535e-05,9.779098950663764e-05,0.0001241576563124619,0.02197282020684788,0.022719792755224122,0.013258166182379454,0.017803421079307987,0.013017794458294393,0.008927616359274885,0.011234907894450558,0.012619952656709198,0.00048280482784246253,0.0005161889828403345,0.00017577897051959017,0.00031696180212714795,0.0001694629725584002,7.970233385839254e-05,0.00012622315539678747,0.00015926320505758152,2
0.0005532740676764685,0.0006156954559743657,0.00019692635633172565,0.0005200040211016045,0.0002105544944990235,8.248698432842932e-05,0.00010737118642015867,0.00018778248569321636,0.00044224120866857375,0.0005147582834945608,0.0001643707782621379,0.0004437175540216866,0.000169533919682098,6.307910728377844e-05,8.236500337758848e-05,0.00016268372673869117,0.023521778582336592,0.024813211319262278,0.014033045155336942,0.022803596670297528,0.014510496011474711,0.009082234544891985,0.010362006872230817,0.013703374974553399,0.0005532740676764685,0.0006156954559743657,0.00019692635633172565,0.0005200040211016045,0.0002105544944990235,8.248698432842932e-05,0.00010737118642015867,0.00018778248569321636,2
0.00060137473134485,0.0007395149212789759,0.0002149888361491315,0.0004951118492107422,0.0002394573422520939,9.168056249495795e-05,0.00016014964180833852,0.0002581690550079388,0.0004909040338988201,0.0005930065971007019,0.00019533181728669321,0.00048192577168879703,0.00018108507659684526,7.491138526578568e-05,0.00013702037798983159,0.00021946793296650946,0.024522942958479718,0.027194023631654362,0.014662497609518356,0.02225110894339296,0.015474409269891173,0.009574996736028579,0.012655024370120293,0.016067639994969355,0.00060137473134485,0.0007395149212789759,0.0002149888361491315,0.0004951118492107422,0.0002394573422520939,9.168056249495795e-05,0.00016014964180833852,0.0002581690550079388,2
0.000499074585093533,0.00034823434555994985,0.0001971526953518518,0.000995215505685901,0.0006868619825848725,0.00017207913083271524,0.0010887154619641567,0.0005249756855175273,0.000428594931121212,0.00033279685861455874,0.00018037963195598024,0.0007573552716624575,0.0005868222995206503,0.00016730853172199222,0.0007953973290132821,0.00040701842942589186,0.022339977284982476,0.018661038169403916,0.014041107340656996,0.03154703640099813,0.026208051865502565,0.013117893536414878,0.032995688535991434,0.022912347883129028,0.000499074585093533,0.00034823434555994985,0.0001971526953518518,0.000995215505685901,0.0006868619825848725,0.00017207913083271524,0.0010887154619641567,0.0005249756855175273,2
0.000618470793771111,0.0004883177612831584,0.00029832734137432294,0.0008768352677267448,0.0008545184005213477,0.0004311001168601925,0.0007088576419631047,0.0004985329016767815,0.0005053815734139146,0.00038022142656223213,0.00026452933815666397,0.0006913429880423335,0.0006425737046247226,0.00034756223257064177,0.0006029669817830205,0.000394005160117673,0.02486907303803483,0.02209791305266537,0.017272155087722056,0.02961140435249137,0.029232146697109804,0.020762950581749994,0.02662438059304112,0.02232785035951248,0.000618470793771111,0.0004883177612831584,0.00029832734137432294,0.0008768352677267448,0.0008545184005213477,0.0004311001168601925,0.0007088576419631047,0.0004985329016767815,2
0.0006278125722628279,0.0003975041350604456,0.0002406922610462885,0.0011080527440483795,0.0008237458414222976,0.00046696178444228706,0.0010097558148108884,0.0004041750803873379,0.00045495162964718036,0.0003107324523119893,0.00021226112509788636,0.0008792568424196293,0.0006538633561034309,0.000401146852571752,0.0007872770211315222,0.0003209157939793737,0.025056188302749242,0.01993750573819217,0.015514259925832379,0.03328742621544026,0.02870097283059056,0.021609298564328437,0.03177665518601491,0.020104106057901156,0.0006278125722628279,0.0003975041350604456,0.0002406922610462885,0.0011080527440483795,0.0008237458414222976,0.00046696178444228706,0.0010097558148108884,0.0004041750803873379,2
0.00056222960531517,0.0002671140447774197,0.0001784899464101819,0.0007043892271645524,0.0006184279246872688,0.0004159047310413839,0.0006640385411659018,0.0004939539680239979,0.00045172940059801645,0.00020920211096066497,0.00017711082128938447,0.0005379478363125056,0.00046286112591841216,0.0003678135933377479,0.0005831370701310795,0.00047253888877390673,0.023711381345572637,0.01634362397932049,0.013360012964446626,0.026540332084669785,0.024868211127607648,0.02039374244814776,0.025768945286253023,0.02222507520851162,0.00056222960531517,0.0002671140447774197,0.0001784899464101819,0.0007043892271645524,0.0006184279246872688,0.0004159047310413839,0.0006640385411659018,0.0004939539680239979,2
9.674380863694852e-05,5.6185424020452815e-05,0.0001770605814826602,0.0002325979265883533,6.027901167224383e-05,0.00015378396025531998,0.0003442777291566148,0.00013949911427861515,0.00010249904451665983,4.850670036507149e-05,0.0001703415976947542,0.00023840478759530191,4.5854594891221975e-05,0.00013351494344721352,0.00029340948636398317,0.00012028396146711526,0.009835843056746509,0.007495693698414631,0.013306411292405635,0.015251161483256063,0.007763955929308449,0.012400966101692237,0.018554722556713556,0.011810974315382078,9.674380863694852e-05,5.6185424020452815e-05,0.0001770605814826602,0.0002325979265883533,6.027901167224383e-05,0.00015378396025531998,0.0003442777291566148,0.00013949911427861515,2
0.0004886313856542919,0.00010158180576735436,0.00011386659863019264,0.00020271186034199676,6.039706931727253e-05,0.00016401820904029775,0.00029985927640169095,0.0002832789750550091,0.0004904767072824696,8.597141421300264e-05,9.27821185595349e-05,0.00017007740277690607,5.383669599896449e-05,0.00013204945043230798,0.00023953387713221945,0.0002401580173263432,0.022105008157752213,0.010078779974151353,0.010670829331883847,0.014237691538377869,0.0077715551414934015,0.012806959398713567,0.01731644525881946,0.01683089347167907,0.0004886313856542919,0.00010158180576735436,0.00011386659863019264,0.00020271186034199676,6.039706931727253e-05,0.00016401820904029775,0.00029985927640169095,0.0002832789750550091,2
0.0004722792745187206,9.724946518986835e-05,0.00011451165377864315,0.00021642657534385587,5.309242932690591e-05,0.0001428465254982357,0.000393630821418771,0.00032109666940535427,0.00034638007325143104,8.29524127752096e-05,9.396746399431831e-05,0.0001776854897767423,4.387385058358583e-05,0.00012584247367490166,0.00033812344957380534,0.00024726345881706004,0.02173198735778025,0.009861514345670666,0.010701011810975781,0.014711443686594999,0.007286455196246383,0.011951841929101795,0.0198401315877383,0.01791917044411806,0.0004722792745187206,9.724946518986835e-05,0.00011451165377864315,0.00021642657534385587,5.309242932690591e-05,0.0001428465254982357,0.000393630821418771,0.00032109666940535427,2
0.0005367934838116932,0.0001317308266659059,9.42821366072794e-05,0.00020852581587083426,7.079049732039421e-05,0.00019459290660152687,0.00037986588831765555,0.0003216746453753794,0.00044858415258467853,0.00012538944242531215,8.69185956184178e-05,0.00017323495058006226,6.240566492764712e-05,0.00017625595834188266,0.00036968749977237203,0.0003163448195536857,0.023168804108362893,0.011477405049309095,0.009709898897891749,0.014440422981022206,0.008413708892063845,0.013949656146354536,0.01949014849398679,0.017935290501560865,0.0005367934838116932,0.0001317308266659059,9.42821366072794e-05,0.00020852581587083426,7.079049732039421e-05,0.00019459290660152687,0.00037986588831765555,0.0003216746453753794,2
0.0005465948527013397,0.0002909395158251361,0.0005155835574864444,0.0009829561401803904,0.0005573081945847301,0.000681034091264777,0.0008258580243596512,0.000822933437454147,0.0004301749222798274,0.00024382922161171218,0.00042868512969788974,0.0007686476331410434,0.0004041392396864034,0.000487874408589088,0.0006442528522818655,0.0006034703378355167,0.023379368098846037,0.01705694919454051,0.022706465103279384,0.03135213134988418,0.023607375851303975,0.026096629883277593,0.02873774563809157,0.02868681643985869,0.0005465948527013397,0.0002909395158251361,0.0005155835574864444,0.0009829561401803904,0.0005573081945847301,0.000681034091264777,0.0008258580243596512,0.000822933437454147,2
0.0006396435530514802,0.00026983305255513204,0.00045613614899861694,0.000834692119502079,0.0005233437083594953,0.000642839869280229,0.0006728220551191369,0.000651144082376175,0.00048564850706917873,0.00021823384554450393,0.00033922004466785985,0.0006746284943288722,0.000409444615557693,0.0005014067011185132,0.0005816228416022726,0.00047666223803544957,0.025291175398772597,0.01642659589066256,0.021357344146654026,0.028891038740448204,0.022876706676431713,0.025354287000036682,0.025938813679872427,0.02551752500490937,0.0006396435530514802,0.00026983305255513204,0.00045613614899861694,0.000834692119502079,0.0005233437083594953,0.000642839869280229,0.0006728220551191369,0.000651144082376175,2
0.0006754408240307392,0.00028203426797764725,0.0005550229865064469,0.0010467562332488786,0.0004021206491982589,0.0007837230839847693,0.0006575006030920669,0.000934461451195626,0.0005431047722904305,0.00021730005685565083,0.0004190038768774432,0.0007114515226686448,0.0003218432617468588,0.0006166077937916305,0.0005485627716130436,0.0007400686136635195,0.025989244391300396,0.016793875906938434,0.023558925835157403,0.03235361236784663,0.02005294614759285,0.02799505463443087,0.025641774569870684,0.030568962219801085,0.0006754408240307392,0.00028203426797764725,0.0005550229865064469,0.0010467562332488786,0.0004021206491982589,0.0007837230839847693,0.0006575006030920669,0.000934461451195626,2
0.0005962901665360546,0.00020441517917909322,0.0003854234666193932,0.000683760380223175,0.0005510748310829705,0.0005973016606894549,0.0005775673047954495,0.0005795096387350213,0.0005272044136917383,0.00015941658343527826,0.00030159488875864104,0.0005793959908637855,0.00043272974716364673,0.00042894745615233763,0.0004892845430756279,0.00047167574078790824,0.024419053350530493,0.014297383648034812,0.01963220483336992,0.026148812214385093,0.023474983090153025,0.024439755741198704,0.024032630001634227,0.0240730064332443,0.0005962901665360546,0.00020441517917909322,0.0003854234666193932,0.000683760380223175,0.0005510748310829705,0.0005973016606894549,0.0005775673047954495,0.0005795096387350213,2
0.00029164325399224527,0.0001604593776799981,0.00032787996549545214,0.0005374501188375468,0.00043915198101894195,0.0004661857580297885,0.0005011430984214385,0.0002711124236666894,0.0002541406494771235,0.00012424979685925495,0.00027078031895065986,0.00040548486630438447,0.00037729809178258374,0.0003742667633586794,0.0003879232602429214,0.00020027238059456748,0.017077565809922833,0.012667256122775685,0.018107456074652015,0.023182970448964186,0.020955953355047865,0.02159133525351752,0.022386225640367304,0.016465491904789527,0.00029164325399224527,0.0001604593776799981,0.00032787996549545214,0.0005374501188375468,0.00043915198101894195,0.0004661857580297885,0.0005011430984214385,0.0002711124236666894,2
0.00048531172636439326,0.00025655104009937666,0.0006646227555672234,0.0007249213694939861,0.0005745215866793628,0.0009128003659446609,0.0010080726689753474,0.0004914172346392808,0.00040866781548036676,0.00020926992497887287,0.0005534503005399218,0.0005579533325418639,0.0004628030647343795,0.0007128123169697426,0.0007390163522366441,0.0004023256892626858,0.022029791791217484,0.01601721074654937,0.025780278422996586,0.026924363864239877,0.023969179933392856,0.030212586217413778,0.031750160140940197,0.022167932574763953,0.00048531172636439326,0.00025655104009937666,0.0006646227555672234,0.0007249213694939861,0.0005745215866793628,0.0009128003659446609,0.0010080726689753474,0.0004914172346392808,2
0.0002822507431462901,0.00013647393477815223,0.0002487259732869423,0.0004197690560321817,0.0004804162555692454,0.0006611977571175534,0.0006269641359701576,0.00025685130474542887,0.0003116560964027054,0.00012869223699686521,0.00022338827080847128,0.0003355482353361678,0.00044666564990530205,0.0005140513782345499,0.0005877839163168047,0.00024170352479729157,0.016800319733454184,0.01168220590377315,0.015771048579182753,0.02048826630128039,0.021918399931775252,0.025713765906952513,0.025039251905161975,0.01602658119329974,0.0002822507431462901,0.00013647393477815223,0.0002487259732869423,0.0004197690560321817,0.0004804162555692454,0.0006611977571175534,0.0006269641359701576,0.00025685130474542887,2
0.0003469676326341498,0.00016489589707185235,0.0002756030769319872,0.0004884684970813773,0.00037805327756350315,0.0007375930168190566,0.000767994323227336,0.00036981281952136057,0.00032612285869328193,0.00013566936859765063,0.00022683709216676898,0.0003753103973082925,0.000306250391380197,0.0005229701341749688,0.0006613281361561763,0.000366654339424356,0.018627067204317213,0.012841179738320477,0.016601297447247525,0.022101323423754,0.019443592198035403,0.02715866375245764,0.02771271049946822,0.019230517921297922,0.0003469676326341498,0.00016489589707185235,0.0002756030769319872,0.0004884684970813773,0.00037805327756350315,0.0007375930168190566,0.000767994323227336,0.00036981281952136057,2
0.000326570878426276,0.0001510297603408864,0.000255068205707406,0.0006958968852394413,0.00040214947915675,0.00019737949405416685,0.0009215480705163435,0.00017961376435141296,0.00031449806587789995,0.0001535698349791807,0.00024220754522059586,0.0006152313557970596,0.00033287947614004266,0.0001735139970055936,0.0007160514952147655,0.000162731353422112,0.01807127218615989,0.012289416598882406,0.015970854883424555,0.026379857566701175,0.020053664980665006,0.014049181259211046,0.030357010236786223,0.013402005982367451,0.000326570878426276,0.0001510297603408864,0.000255068205707406,0.0006958968852394413,0.00040214947915675,0.00019737949405416685,0.0009215480705163435,0.00017961376435141296,2
0.0003156519541535857,0.00019092327006729206,0.00026906557337577484,0.0006459543262537349,0.00039833846419691206,0.0005426257830124056,0.0007578723721743144,0.0001670391798989076,0.00027157951245342164,0.0001347173849325898,0.0002452756104216667,0.0005485218987447822,0.00034968271288587737,0.0004111204156200372,0.0005777307369099093,0.00013519962945464535,0.017766596583296018,0.013817498690692612,0.016403218384688258,0.025415631533639585,0.019958418379142973,0.023294329417530044,0.027529481872609125,0.01292436381021935,0.0003156519541535857,0.00019092327006729206,0.00026906557337577484,0.0006459543262537349,0.00039833846419691206,0.0005426257830124056,0.0007578723721743144,0.0001670391798989076,2
0.000290768751686634,0.00014157004691559631,0.00022689887734333094,0.0005964091526373441,0.0003367306924637596,0.0004912208234909166,0.0009590719124239986,0.0002150067208028441,0.0002317163029892024,0.0001231100451742044,0.0001912265883527831,0.0005624150052417686,0.00031437975957438613,0.0003851588190333695,0.0007929664292051806,0.00016842300756657395,0.01705194275402759,0.011898321180553008,0.015063162926269202,0.024421489566309098,0.01835022322653759,0.022163502058359746,0.0309688861992807,0.01466310747429903,0.000290768751686634,0.00014157004691559631,0.00022689887734333094,0.0005964091526373441,0.0003367306924637596,0.0004912208234909166,0.0009590719124239986,0.0002150067208028441,2
0.00044313374735960423,0.00018105076533552907,0.00026670862100643486,0.0005798283650785603,0.0003759213277211445,0.0007301738336733964,0.000779570208820461,0.00020408402858753682,0.00036090998940469345,0.00015210087238970844,0.00027500416939497556,0.0005913862867578566,0.00035411339674905725,0.0006670261974119074,0.000622203905004619,0.0001750155117905068,0.021050742204483056,0.013455510593638914,0.01633121615209458,0.02407962551782233,0.019388690717042873,0.027021728917176937,0.02792078453089134,0.01428579814317481,0.00044313374735960423,0.00018105076533552907,0.00026670862100643486,0.0005798283650785603,0.0003759213277211445,0.0007301738336733964,0.000779570208820461,0.00020408402858753682,2
9.296473519081101e-05,7.75654909031184e-05,0.00024844805774262786,0.0002514675438261624,9.993609663490238e-05,0.00010436898785080131,0.0002934291034421925,8.364151611226617e-05,8.10849368145617e-05,6.16942906397268e-05,0.00019690269257291326,0.0002333488481596919,7.789734370017489e-05,0.0001099448326729661,0.00024791965135789306,7.152895867839953e-05,0.009641822192449466,0.008807127278694137,0.015762235175971327,0.015857728205079136,0.009996804321126946,0.010216114126750999,0.017129772428207925,0.0091455735802773,9.296473519081101e-05,7.75654909031184e-05,0.00024844805774262786,0.0002514675438261624,9.993609663490238e-05,0.00010436898785080131,0.0002934291034421925,8.364151611226617e-05,2
0.00019826611231863432,8.650969495124618e-05,0.0002631054503333131,0.00019712763197120753,0.00020614940819833687,0.0002467315889933711,0.0005420867769319552,0.00017968374321612095,0.000181812474383589,7.577744726953135e-05,0.00023626884841573007,0.00016786430433776386,0.00016192414905718495,0.00024373731495700603,0.0004339756601787968,0.00016827850713921068,0.014080699993914874,0.009301058808073744,0.016220525587455948,0.014040214812146129,0.014357904032216432,0.0157076920326753,0.02328275707324962,0.013404616488960843,0.00019826611231863432,8.650969495124618e-05,0.0002631054503333131,0.00019712763197120753,0.00020614940819833687,0.0002467315889933711,0.0005420867769319552,0.00017968374321612095,2
0.0002903016301973891,0.00010724280214504463,0.0002471760576856186,0.0002827310761501152,0.00017814395254932172,0.00015187316325772888,0.0004813349746671191,0.00019166518304862198,0.0002945834667459629,8.171424256059338e-05,0.000224769274565569,0.00022986154029816725,0.00013557087724290771,0.00012618207976147688,0.0004216612431864894,0.00017963558570193436,0.017038240231825267,0.01035581006706113,0.0157218337888943,0.01681460900973065,0.013347057823704883,0.012323683023257653,0.021939347635404272,0.01384431952277258,0.0002903016301973891,0.00010724280214504463,0.0002471760576856186,0.0002827310761501152,0.00017814395254932172,0.00015187316325772888,0.0004813349746671191,0.00019166518304862198,2
0.00016914591831741882,0.00013816078040147594,0.0002236298015447961,0.00023585074612347807,0.00014546562534874073,0.0001665218892466093,0.00033827978367834,0.00011156919623213135,0.00014090183280625115,0.00010939565128893799,0.00018761465682752345,0.00016929105092858244,0.00010709874699025714,0.00012271733154810911,0.00030202070289672033,8.65936245316791e-05,0.013005611032066844,0.011754181400738885,0.01495425697066879,0.015357432927526594,0.012060913122510283,0.012904336063765905,0.01839238384979881,0.010562632069334393,0.00016914591831741882,0.00013816078040147594,0.0002236298015447961,0.00023585074612347807,0.00014546562534874073,0.0001665218892466093,0.00033827978367834,0.00011156919623213135,2
0.0001449349118578727,6.723513899170378e-05,7.90754947287597e-05,0.00012241786149292096,0.00015256018886567819,0.0002148739739577427,0.00012788273244967194,0.00025643253556069493,0.00011307101957944747,5.1163211469990354e-05,5.596169182741663e-05,0.00012067500123355951,0.0001498421175599405,0.00019931581172299601,0.00011297217045018497,0.00021031829752494452,0.012038891637433768,0.00819970359169792,0.008892440313477494,0.011064260548853726,0.012351525770757156,0.014658580216301396,0.011308524768937456,0.01601351103164746,0.0001449349118578727,6.723513899170378e-05,7.90754947287597e-05,0.00012241786149292096,0.00015256018886567819,0.0002148739739577427,0.00012788273244967194,0.00025643253556069493,2
0.00010553858075823541,4.491811648108828e-05,5.764551242132918e-05,0.00011203196758368512,0.0001437817986285248,0.00020133971188388106,0.00014026862487006265,0.00014302839318904625,7.781546973440796e-05,3.423032821394113e-05,4.6977303523913856e-05,8.75807281661176e-05,0.00013707501692678773,0.00022101163126493707,0.00013648262655545314,0.00011274168319014199,0.010273197202343359,0.0067020979164056,0.007592464186371193,0.010584515462867684,0.011990904829433215,0.014189422535250722,0.011843505598853013,0.011959447863051465,0.00010553858075823541,4.491811648108828e-05,5.764551242132918e-05,0.00011203196758368512,0.0001437817986285248,0.00020133971188388106,0.00014026862487006265,0.00014302839318904625,2
0.0001330648328887317,7.82996464050221e-05,0.00012613559012988353,0.000271898811473427,0.00013273443894499815,0.0001883463263070216,0.00012930514103383516,0.00024608240238446343,0.00012213338180037164,5.766174639399977e-05,0.00012044767196974526,0.00021662410321151898,0.00010376321047625841,0.00015352036994448334,0.00014019687085592292,0.00018942730285022324,0.011535373114413409,0.008848708742241553,0.011231010200773727,0.01648935448928875,0.011521043309744051,0.013723932610845245,0.011371241842201544,0.015687013813484817,0.0001330648328887317,7.82996464050221e-05,0.00012613559012988353,0.000271898811473427,0.00013273443894499815,0.0001883463263070216,0.00012930514103383516,0.00024608240238446343,2
9.109549654836899e-05,4.397985254137767e-05,6.20375715056635e-05,0.00016423352943418257,0.0001499320594916297,0.00018984108642676223,0.00012068820178474509,0.00015988495572161218,7.889267103717532e-05,4.113777300128226e-05,5.0549457852489313e-05,0.00013077826079261923,0.0001313651828721372,0.00015578724625221985,0.00010175191403400637,0.00014044085639554476,0.009544396080861743,0.006631730734987486,0.007876393305673829,0.012815363023893727,0.012244674740132125,0.01377828314510782,0.010985818211892326,0.012644562298538142,9.109549654836899e-05,4.397985254137767e-05,6.20375715056635e-05,0.00016423352943418257,0.0001499320594916297,0.00018984108642676223,0.00012068820178474509,0.00015988495572161218,2
0.00012052484596543141,8.215020666854838e-05,0.00016326556484873563,0.00045613387804906776,0.000345979899792351,0.0006429718913455216,0.0004637002253951697,0.00015950334530982562,0.00011149866936753904,5.9827571952576604e-05,0.00013935239695313532,0.0004047048725761132,0.00029447997837585255,0.0005457462996937123,0.0004093003119261473,0.00013486636347142275,0.01097838084443382,0.009063675119318233,0.012777541424262167,0.021357290981045975,0.018600534932962303,0.025356890411592694,0.02153369976096002,0.012629463381704925,0.00012052484596543141,8.215020666854838e-05,0.00016326556484873563,0.00045613387804906776,0.000345979899792351,0.0006429718913455216,0.0004637002253951697,0.00015950334530982562,2
0.00012476132715707116,6.583866193836435e-05,0.00012685707055751209,0.0003138045155820671,0.0004318856062774795,0.00032579653505212814,0.000367066107225631,0.0001287701215071051,0.00011109178874288619,5.250417080518967e-05,0.00011000217921627768,0.0003076167065791623,0.00038548707193306243,0.00031086249655051313,0.00031801316475576135,0.00010519921521267261,0.011169661013525485,0.008114102657618054,0.011263084415803341,0.01771452837594236,0.020781857623356954,0.018049834765230626,0.019158969367521598,0.011347692342811603,0.00012476132715707116,6.583866193836435e-05,0.00012685707055751209,0.0003138045155820671,0.0004318856062774795,0.00032579653505212814,0.000367066107225631,0.0001287701215071051,2
6.513916612305406e-05,5.9213223048828644e-05,0.00011892905156749154,0.0002836016544783748,0.0003096824124795574,0.0003398599084397901,0.0003123258023157689,0.00010460698989729198,5.5162459588567085e-05,4.9536050009174754e-05,9.997482612716778e-05,0.00022042224570928596,0.00023953611484005572,0.0003114377194382701,0.0002875008438228116,7.725762578384096e-05,0.00807088385017738,0.007695012868659067,0.010905459713716406,0.016840476670165094,0.01759779567103668,0.018435289757413365,0.01767274178829558,0.010227755858314765,6.513916612305406e-05,5.9213223048828644e-05,0.00011892905156749154,0.0002836016544783748,0.0003096824124795574,0.0003398599084397901,0.0003123258023157689,0.00010460698989729198,2
7.799869914747518e-05,7.637682318878057e-05,0.000152937453964148,0.00031697668527553305,0.000300283591629759,0.00032921144053353504,0.00031639161467888365,0.0001030625710807618,6.451487101742729e-05,5.563707707723836e-05,0.00011720285529565602,0.0002839386792264795,0.00026138636517555994,0.00035202588881615,0.00028414572488892343,9.469095258426409e-05,0.00883168721974885,0.008739383455872649,0.012366788344762273,0.017803839060032335,0.017328692727085877,0.018144184758030188,0.0177874004474764,0.010151973752958673,7.799869914747518e-05,7.637682318878057e-05,0.000152937453964148,0.00031697668527553305,0.000300283591629759,0.00032921144053353504,0.00031639161467888365,0.0001030625710807618,2
0.0005638342359131059,0.00015279940297167197,0.0001753119262778437,0.00043797458573145476,0.0003819986469309915,0.00043357135055915126,0.00035509153756481756,0.0006998777973242748,0.0004503120791990161,0.00012894501769761756,0.0001285953874491262,0.0003324076155217538,0.000296003053578507,0.0003920436473804099,0.0002789212536906589,0.0005178194426846207,0.023745193954000585,0.01236120556303761,0.0132405410115238,0.020927842357286973,0.019544785671144912,0.020822376198675097,0.018843872679595815,0.026455203596348956,0.0005638342359131059,0.00015279940297167197,0.0001753119262778437,0.00043797458573145476,0.0003819986469309915,0.00043357135055915126,0.00035509153756481756,0.0006998777973242748,2
0.0008500239402302123,0.00029217209194529935,0.00021907349425421071,0.0005110729527080095,0.00040198452147883194,0.0006033094336768701,0.00046924332653743527,0.0009104703621242143,0.0006564379666500048,0.00023263294507559269,0.00017911211095460977,0.0004327502678622882,0.00031860280376831603,0.0004574909774364316,0.00037378651960474896,0.0006639384291439898,0.02915517004289655,0.017093042208609306,0.014801131519387655,0.02260692267222608,0.020049551652813385,0.02456235806425902,0.02166202498700053,0.030174001427126205,0.0008500239402302123,0.00029217209194529935,0.00021907349425421071,0.0005110729527080095,0.00040198452147883194,0.0006033094336768701,0.00046924332653743527,0.0009104703621242143,2
0.0006761405360615636,0.00020136721029030347,0.00022993399999950826,0.0005594745222732841,0.0002799881051055966,0.0003617353173939256,0.0003950259598949055,0.0008768895683362155,0.0004910232768567188,0.00016583401769277613,0.0001722262604462634,0.0004115683061701699,0.00022446887661592844,0.00029097993623957206,0.0002897424487275954,0.0006100185472871966,0.02600270247611897,0.014190391477697276,0.01516357477640112,0.023653213783189887,0.01673284509895423,0.019019340614067713,0.01987525999565554,0.029612321225061293,0.0006761405360615636,0.00020136721029030347,0.00022993399999950826,0.0005594745222732841,0.0002799881051055966,0.0003617353173939256,0.0003950259598949055,0.0008768895683362155,2
0.0007460762434936529,0.00019520079916097945,0.00018807448863183382,0.000532347102722034,0.0003391554285764237,0.00048439083408595353,0.0004888319539644437,0.0009544218499360364,0.0006388170007527331,0.0001531603733005611,0.0001482316533807234,0.0004355395973414266,0.00024218467080510197,0.00043616734168216715,0.00038230143680529054,0.0007279053398102041,0.02731439626815231,0.013971427957119467,0.013714025252705124,0.023072648368187686,0.01841617301657496,0.022008880800394044,0.02210954440879422,0.030893718616185336,0.0007460762434936529,0.00019520079916097945,0.00018807448863183382,0.000532347102722034,0.0003391554285764237,0.00048439083408595353,0.0004888319539644437,0.0009544218499360364,2
